"GID_0","NAME_0","GID_1","NAME_1","population","coverage_mean","coverage_pop_weighted","year","type"
"AGO","Angola","AGO.1_1","Bengo",519906.169274211,0,0,2017,"mean"
"AGO","Angola","AGO.2_1","Benguela",1942222.83997905,0,0,2017,"mean"
"AGO","Angola","AGO.3_1","Bié",1203666.24967059,0,0,2017,"mean"
"AGO","Angola","AGO.4_1","Cabinda",854098.371486634,0,0,2017,"mean"
"AGO","Angola","AGO.5_1","Cuando Cubango",460459.163258098,0.000274869517787309,0.000299343660330862,2017,"mean"
"AGO","Angola","AGO.6_1","Cuanza Norte",403289.935321692,0,0,2017,"mean"
"AGO","Angola","AGO.7_1","Cuanza Sul",1825005.69720002,0,0,2017,"mean"
"AGO","Angola","AGO.8_1","Cunene",1096821.39093811,0,0,2017,"mean"
"AGO","Angola","AGO.9_1","Huambo",1781157.99330044,0,0,2017,"mean"
"AGO","Angola","AGO.10_1","Huíla",2746238.76956499,0,0,2017,"mean"
"AGO","Angola","AGO.11_1","Luanda",9401032.49787521,0,0,2017,"mean"
"AGO","Angola","AGO.12_1","Lunda Norte",835485.510278538,0,0,2017,"mean"
"AGO","Angola","AGO.13_1","Lunda Sul",517835.789776072,0,0,2017,"mean"
"AGO","Angola","AGO.14_1","Malanje",958321.824476598,0,0,2017,"mean"
"AGO","Angola","AGO.15_1","Moxico",924272.190256604,4.56335589429802e-05,2.63481563715083e-05,2017,"mean"
"AGO","Angola","AGO.16_1","Namibe",525413.923970819,0,0,2017,"mean"
"AGO","Angola","AGO.17_1","Uíge",1131313.94911855,0,0,2017,"mean"
"AGO","Angola","AGO.18_1","Zaire",639883.768898617,0,0,2017,"mean"
"BDI","Burundi","BDI.1_1","Bubanza",396084.074890137,0,0,2017,"mean"
"BDI","Burundi","BDI.2_1","Bujumbura Mairie",742494.295188904,0,0,2017,"mean"
"BDI","Burundi","BDI.3_1","Bujumbura Rural",742261.674804568,0,0,2017,"mean"
"BDI","Burundi","BDI.4_1","Bururi",776840.657399178,0.000835820747953322,0.000803669630264327,2017,"mean"
"BDI","Burundi","BDI.5_1","Cankuzo",300377.390735626,0.058918966202154,0.0565519553672503,2017,"mean"
"BDI","Burundi","BDI.6_1","Cibitoke",541199.790817261,0,0,2017,"mean"
"BDI","Burundi","BDI.7_1","Gitega",864388.292854309,0.0528293566985263,0.0554073183635121,2017,"mean"
"BDI","Burundi","BDI.8_1","Karuzi",512247.464309692,0.0570131612065084,0.0569722579664423,2017,"mean"
"BDI","Burundi","BDI.9_1","Kayanza",761659.89364624,0.00110327122876277,0.00112203100956499,2017,"mean"
"BDI","Burundi","BDI.10_1","Kirundo",779797.420997381,0.00104037458077073,0.00123088144466385,2017,"mean"
"BDI","Burundi","BDI.11_1","Makamba",529322.469185114,0.0012886470153195,0.00155360206137561,2017,"mean"
"BDI","Burundi","BDI.12_1","Muramvya",332004.211090088,0,0,2017,"mean"
"BDI","Burundi","BDI.13_1","Muyinga",856565.588011742,0.0546170333639169,0.0576495161512148,2017,"mean"
"BDI","Burundi","BDI.14_1","Mwaro",326950.083496094,0,0,2017,"mean"
"BDI","Burundi","BDI.15_1","Ngozi",768821.96774292,0.0605265117945179,0.058037758381677,2017,"mean"
"BDI","Burundi","BDI.16_1","Rutana",467196.764282227,0.0591903969125692,0.0586894818729459,2017,"mean"
"BDI","Burundi","BDI.17_1","Ruyigi",536180.183940887,0.00202954198839595,0.00183820845637407,2017,"mean"
"AGO","Angola","AGO.1_1","Bengo",546755.014462125,0,0,2018,"mean"
"AGO","Angola","AGO.2_1","Benguela",1937474.02416703,0,0,2018,"mean"
"AGO","Angola","AGO.3_1","Bié",1160637.75782844,0,0,2018,"mean"
"AGO","Angola","AGO.4_1","Cabinda",973608.960888907,0,0,2018,"mean"
"AGO","Angola","AGO.5_1","Cuando Cubango",445611.673159096,0.000274869517787309,0.000284653244817505,2018,"mean"
"AGO","Angola","AGO.6_1","Cuanza Norte",383706.073077848,0,0,2018,"mean"
"AGO","Angola","AGO.7_1","Cuanza Sul",1842602.86490377,0,0,2018,"mean"
"AGO","Angola","AGO.8_1","Cunene",1144462.85736405,0,0,2018,"mean"
"AGO","Angola","AGO.9_1","Huambo",1745881.10735616,0,0,2018,"mean"
"AGO","Angola","AGO.10_1","Huíla",2891343.51100957,0,0,2018,"mean"
"AGO","Angola","AGO.11_1","Luanda",11131951.0805497,0,0,2018,"mean"
"AGO","Angola","AGO.12_1","Lunda Norte",849641.764731854,0,0,2018,"mean"
"AGO","Angola","AGO.13_1","Lunda Sul",517395.017421603,0,0,2018,"mean"
"AGO","Angola","AGO.14_1","Malanje",954166.055982703,0,0,2018,"mean"
"AGO","Angola","AGO.15_1","Moxico",1005076.54936841,4.56335589429802e-05,2.79005135958821e-05,2018,"mean"
"AGO","Angola","AGO.16_1","Namibe",553440.184457123,0,0,2018,"mean"
"AGO","Angola","AGO.17_1","Uíge",1050150.61955106,0,0,2018,"mean"
"AGO","Angola","AGO.18_1","Zaire",675059.996752104,0,0,2018,"mean"
"BDI","Burundi","BDI.1_1","Bubanza",404226.428749084,0,0,2018,"mean"
"BDI","Burundi","BDI.2_1","Bujumbura Mairie",780288.1302948,0,0,2018,"mean"
"BDI","Burundi","BDI.3_1","Bujumbura Rural",762297.410864353,0,0,2018,"mean"
"BDI","Burundi","BDI.4_1","Bururi",804129.375047684,0.000835820747953322,0.000787220533299416,2018,"mean"
"BDI","Burundi","BDI.5_1","Cankuzo",310000.847633362,0.058918966202154,0.0565610217714469,2018,"mean"
"BDI","Burundi","BDI.6_1","Cibitoke",553171.670669556,0,0,2018,"mean"
"BDI","Burundi","BDI.7_1","Gitega",879385.663612366,0.0528293566985263,0.0554157395727763,2018,"mean"
"BDI","Burundi","BDI.8_1","Karuzi",522087.921714783,0.0570131612065084,0.0569074808164375,2018,"mean"
"BDI","Burundi","BDI.9_1","Kayanza",787401.594512939,0.00110327122876277,0.00111381436006469,2018,"mean"
"BDI","Burundi","BDI.10_1","Kirundo",801738.917205811,0.00104037458077073,0.00124368877578816,2018,"mean"
"BDI","Burundi","BDI.11_1","Makamba",542920.935833216,0.0012886470153195,0.00153114000924459,2018,"mean"
"BDI","Burundi","BDI.12_1","Muramvya",338282.664245605,0,0,2018,"mean"
"BDI","Burundi","BDI.13_1","Muyinga",898622.546926498,0.0546170333639169,0.0581774363528539,2018,"mean"
"BDI","Burundi","BDI.14_1","Mwaro",333483.647491455,0,0,2018,"mean"
"BDI","Burundi","BDI.15_1","Ngozi",788260.402130127,0.0605265117945179,0.058021966320789,2018,"mean"
"BDI","Burundi","BDI.16_1","Rutana",487073.534896851,0.0591903969125692,0.0588287563368682,2018,"mean"
"BDI","Burundi","BDI.17_1","Ruyigi",555442.226470947,0.00202954198839595,0.00182599126527456,2018,"mean"
"AGO","Angola","AGO.1_1","Bengo",589614.850035582,0,0,2019,"mean"
"AGO","Angola","AGO.2_1","Benguela",1921559.75073423,0,0,2019,"mean"
"AGO","Angola","AGO.3_1","Bié",1119302.98269166,0,0,2019,"mean"
"AGO","Angola","AGO.4_1","Cabinda",1081683.4146,0,0,2019,"mean"
